"x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1006","OBERHOFFEN","0","0","1","2","1","3","0","0","1","1","1","1","0","0","2","2","2","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","3","0","4","0","1","0","1","2","2","2","0","0","1","1","1","1","0","0","3","3","3","3"
"1007","REGUSIHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2"
"1008","SAINT MARTIN","0","0","0","0","0","0","0","1","0","2","0","3","0","0","3","0","3","0","0","0","4","1","5","2","0","0","2","1","2","1","0","0","1","3","1","3","0","0","6","1","7","1","1","0","3","1","4","1","1","0","3","2","6","4","0","0","1","3","1","4","0","0","1","1","1","1","1","2","0","1","2","3"
"1009","WATWILLER","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","0","2","0","2","1","0","0","0","2","2","5","0","0","3","2","3","3","0","0","2","0","2","0","0","0","0","0","0","1","0","0","1","3","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1"
"1010","ZELLSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1011","ZILLLISHEIM","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","1","1","2","0","0","2","0","2","1","0","0","1","1","2","3","0","0","2","4","2","5","0","0","0","0","0","1","0","0","1","3","1","3","0","0","0","0","0","0","0","0","0","2","0","2","0","0","4","0","4","0"
"1012","ASSWILLER","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","2","0","3","0","0","0","1","2","1","2","0","0","1","0","2","0","1","0","1","2","2","3","0","0","0","1","0","1","0","0","0","3","0","3","0","0","1","2","1","3","0","0","1","0","1","0"
"1013","BETTWILLER","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","1","0","1","1","0","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","0","0","0"
"1014","BURBACH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1015","DURSEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1"
"1016","FURCHHAUSEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1"
"1017","GOTTENHOUSE","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"1018","HAEGEN","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","3","5","4","0","0","2","3","3","4","1","0","8","11","11","11","1","0","4","5","7","6","1","2","6","0","9","2","1","0","2","2","6","6"
"1019","HARSKIRCHEN","1","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","1","0","1","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1020","HINSINGEN","1","1","1","1","2","2","1","0","1","2","2","2","0","0","2","0","2","0","0","0","3","0","3","0","0","0","0","3","0","3","0","0","1","0","1","1","0","0","2","1","2","3","0","0","0","0","0","0","1","0","3","1","4","1","0","0","1","0","1","1","0","0","2","1","3","3","0","0","0","0","1","0"
"1021","HIRZFELDEN","1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","1","0","0","2","1","2","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","1","0","0","2","0","2","0","0","0","1","0","1","0","0","1","2","0","2","1"
"1022","MACKWILLER","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1023","MUHOUSE","0","0","2","0","2","1","0","0","2","1","3","1","0","0","2","1","2","2","0","0","4","0","4","0","1","0","5","0","6","1","0","0","3","0","3","0","1","0","4","2","6","2","1","0","3","1","4","1","1","0","4","1","5","2","0","0","3","0","3","0","1","0","0","0","1","0","1","0","1","0","2","0"
"1024","RIMSDORF","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1"
"1025","SAINT JEAN SAVERNE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","1","2","2","2","0","0","0","1","0","1","0","0","0","0","0","0"
"1026","SAINT ULRICH","1","0","5","3","6","3","0","0","3","1","5","3","0","0","2","2","2","4","0","1","12","4","13","6","0","0","5","4","6","6","2","0","2","3","4","3","1","0","4","2","5","3","0","0","5","1","5","2","2","1","3","4","6","8","0","0","2","1","2","4","0","1","2","0","3","5","1","0","2","1","4","2"
"1027","SARREWERDEN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","1","1","1"
"1028","SDF","0","0","1","2","1","2","0","0","2","0","3","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","2","1","2","2","1","1","1","2","2","3","0","0","2","1","2","1","1","0","4","2","5","2","0","0","2","0","2","0","0","0","1","2","1","2","0","0","0","1","0","1","0","1","2","0","3","1"
"1029","WITTELLSHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","1","0","1","0","0","1","1","2","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1030","WOLFSKIRCHEN","0","0","1","0","1","1","0","0","2","4","2","4","0","1","5","3","5","5","2","0","2","2","4","2","1","0","2","0","4","0","0","0","2","0","3","0","4","1","2","6","6","7","0","0","4","2","4","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","1","2","0","0","0","1","1","1"
"1031","ADAMSWILLER","0","0","2","0","2","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","3","0","3","0","0","0","0","0","2","1","0","0","1","0","1","0","0","0","0","1","1","2"
"1032","BLODSHEIM","1","0","1","1","3","2","0","0","1","0","1","0","0","1","0","1","0","2","0","0","0","1","0","2","1","0","3","0","4","0","0","0","1","1","2","1","0","0","2","0","2","0","0","1","1","1","3","2","0","0","0","0","0","1","0","0","2","0","2","0","0","0","0","1","1","1","0","0","1","0","1","0"
"1033","HENGWILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1034","STEIUNBRUNN LE HAUT","1","2","1","0","2","2","1","1","0","5","1","6","1","0","4","4","5","4","1","1","3","2","4","3","3","0","3","4","7","6","3","2","1","3","5","5","2","1","2","2","7","3","1","0","2","4","3","5","0","0","1","2","1","3","1","0","2","1","3","1","0","0","2","1","5","2","1","1","3","1","4","2"
"1035","0STRASBOURG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1036","JUMGHOLTZ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1"
"1037","BERN WILLER","0","0","3","2","3","2","0","1","0","6","4","8","0","0","7","4","9","7","0","0","5","3","7","6","0","0","7","4","8","9","0","0","4","3","5","4","2","1","7","6","9","10","0","0","5","3","6","3","0","0","3","1","3","2","2","0","7","1","9","2","0","0","6","2","7","2","0","0","4","2","4","2"
"1038","ESCHENZWILLER","1","0","0","1","1","2","0","0","0","0","1","0","1","0","2","0","3","0","1","1","0","0","1","1","0","0","0","1","0","1","3","1","2","1","5","3","0","0","2","0","2","0","0","0","0","1","0","1","1","0","2","1","3","2","0","0","2","0","2","0","0","0","2","1","2","1","0","0","1","2","1","2"
"1039","NORDHAOUSE","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1040","SEPPOIS-LE BAS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1041","BANZENHEIM","4","1","2","1","6","2","1","1","1","0","2","1","2","0","1","2","4","2","3","1","2","1","5","2","2","0","2","0","4","0","2","0","3","2","6","3","0","0","1","0","1","0","0","1","1","1","1","2","0","0","0","1","0","1","1","0","1","0","2","1","0","0","2","4","2","4","2","2","2","0","4","2"
"1042","BENWILLER","0","0","0","3","1","4","1","2","1","1","2","3","0","0","2","2","4","4","1","1","2","0","3","2","1","1","3","1","6","2","2","0","0","2","3","3","1","0","1","0","2","0","0","1","3","1","4","3","0","0","1","1","1","1","1","0","2","4","3","4","0","1","1","0","1","1","1","0","4","3","6","3"
"1043","STOSSWHIR","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1044","DIFFENBACH AU VAL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","1","0","1","0","0","1","1","1","1"
"1045","SAINT MAURICE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1046","BISCHWILLER CEDEX","0","0","1","1","1","1","0","0","2","0","2","1","0","0","1","0","1","2","0","0","1","0","2","0","0","0","0","1","0","1","0","0","1","0","1","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","2","1","2","1","0","0","2","0","2","1","0","0","1","0","1","0","0","0","0","1","0","1"
"1047","BOURBACH LE HAUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1048","colmar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0"
"1049","DOMFESSEL","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1050","FOUDAY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"1051","FROENINGUE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","1","0","1","0","2","1","3","1","0","0","0","3","0","3","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","1"
"1052","GOLDBACH","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","2","0","2","0","0","0","2","0","2","0","1","0","1","0","2","0","0","0","3","0","3","0","0","0","0","1","0","1","0","0","0","2","0","2","0","0","1","0","1","0","0","0","1","1","1","1"
"1053","HEIMBSRUNN","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0"
"1054","HOHWART","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3","0","0","0","1","0","1","1","0","0","2","0","2","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","0","1","0","2","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1"
"1055","HUSSENREN WESSERLING","0","0","0","3","0","3","0","0","0","1","0","1","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","1","4","2","0","2","2","0","2","2","0","0","3","4","4","4","1","0","1","2","4","2","1","0","2","4","4","6","0","0","0","0","1","0"
"1056","INGENHEIM","0","0","3","1","4","1","0","0","3","1","3","1","0","0","2","1","2","3","0","0","2","2","3","2","0","0","0","2","0","2","0","0","1","0","1","0","1","0","1","1","3","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","2","1","2","0","0","0","1","0","1","0","0","1","1","1","1"
"1057","KINGER SHEIM","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","2","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","2","0","0","0","0","0","1","0","0","0","1","1","1","1"
"1058","KLEINGOEFT","0","0","2","2","2","2","0","0","1","0","1","0","0","0","2","0","2","0","0","0","1","2","1","3","2","0","0","1","3","1","1","0","3","0","5","1","0","1","2","1","2","2","0","0","1","2","1","2","0","0","2","1","2","1","0","0","0","2","0","2","0","0","0","0","1","0","0","1","2","0","2","1"
"1059","KNGERSHEIM","0","0","1","1","1","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","2","0","2","0","0","2","0","2","0","0","0","1","1","1","1","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","1","1","0","0","1","0","1","1"
"1060","KUTTOLSHEIM","5","3","8","2","17","7","3","4","9","4","16","9","4","6","13","11","20","19","4","3","8","5","15","9","12","8","14","5","32","15","6","2","5","7","18","12","9","5","6","8","18","14","2","1","13","5","17","8","2","0","11","7","16","9","2","1","9","9","16","13","8","2","10","6","23","9","4","6","9","9","16","16"
"1061","LUCELLE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1062","MORSCHWILLER-LE-BAS","0","0","1","1","1","1","0","0","2","0","2","0","0","1","0","0","0","1","0","1","0","0","0","1","0","0","0","2","0","3","0","0","1","3","1","3","0","0","3","0","3","0","0","0","2","1","2","1","1","1","0","2","1","3","0","0","3","2","3","2","0","0","0","1","0","3","0","0","0","0","0","0"
"1063","MUNSCHOUSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1064","NIEDERBRONN CEDEX","1","3","13","15","17","19","0","2","17","20","21","25","5","2","19","8","25","12","3","1","19","24","22","28","6","1","29","17","36","21","7","0","38","13","47","16","8","1","31","20","39","22","2","0","24","16","28","16","5","0","24","11","30","16","3","1","24","12","31","13","3","0","25","12","28","15","2","2","22","23","24","29"
"1065","RICHWIILLER","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1066","RINGELDORF","2","2","11","6","18","15","1","2","8","10","11","17","0","2","10","11","10","16","3","3","13","12","16","19","1","3","12","11","18","17","6","0","14","7","23","11","1","1","16","15","23","19","3","2","13","7","19","12","1","0","13","11","19","18","1","1","12","14","17","16","0","2","13","10","14","17","2","3","8","21","11","26"
"1067","SCHIRLENHOF","1","5","23","18","29","27","6","4","26","20","39","32","4","4","20","22","27","32","1","5","23","22","28","34","2","2","26","19","33","23","4","4","31","16","37","26","4","6","31","25","38","41","1","3","32","25","38","32","4","1","24","19","32","26","3","2","31","19","36","26","2","2","20","20","26","32","5","2","26","19","37","29"
"1068","SCHWEIGHOUSE PRES THANN","0","0","1","1","2","1","0","0","1","1","1","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","2","0","2","0","0","0","0","2","0","3","0","0","0","1","0","1","0","0","1","0","1","0","0","0","2","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1069","SEVEN","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","1","0","1","0","0","1","2","1","3","0","0","2","0","3","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","2","1","2","2","0","0","1","2","1","2","0","0","4","3","4","4","0","0","1","0","1","0","0","0","2","0","3","0"
"1070","SPECHBACH  LE BAS","1","0","1","0","2","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","2","0","2","0","0","0","2","0","2","0","0","0","0","2","0","2","1","0","0","1","1","2","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"1071","STAFFELDELDEN","1","0","4","2","5","2","0","2","2","3","3","6","3","0","3","3","8","4","1","0","3","3","4","6","1","0","7","5","9","5","0","0","4","1","6","2","3","0","5","4","9","5","0","0","2","6","2","9","1","0","3","2","6","3","0","0","2","2","3","2","1","0","6","3","8","3","2","1","1","4","3","6"
"1072","STEINBRUN LE BAS","0","0","0","1","0","1","0","0","0","1","0","2","0","0","1","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1073","STEINBRUNN LE HAUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1074","WACKENBACH","0","0","4","0","5","3","0","0","2","1","3","2","0","1","1","1","3","5","1","0","5","5","9","5","0","0","2","1","3","1","0","0","2","1","3","1","0","0","2","8","4","10","0","0","2","0","2","0","2","1","4","5","6","7","0","0","4","3","5","4","0","0","4","4","4","4","0","0","3","1","4","2"
"1075","MONTREUX-JEUNE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","1","1","0","0","3","0","3","0","0","0","2","1","2","1","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1076","LAUTENBACH ZELL SENGERN","0","0","1","0","2","1","0","0","2","1","2","1","1","1","0","1","1","2","2","0","1","0","5","0","0","0","3","1","5","1","0","1","1","1","2","2","2","0","1","1","3","3","0","1","1","2","1","3","0","0","0","1","0","2","0","0","0","0","0","0","0","1","1","1","1","2","2","0","1","1","5","2"
"1077","RIEDIHSIEM","0","0","1","2","2","2","0","0","0","0","0","0","0","0","1","0","1","2","0","0","5","1","6","1","0","0","2","0","3","0","1","0","1","1","2","4","1","0","4","3","6","3","0","0","2","1","2","2","0","0","1","2","1","3","0","0","1","0","1","0","0","0","2","1","2","2","0","0","0","0","0","0"
"1078","ESCHENTWILLER","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","3","1","3"
"1079","MUNCHOUSE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0"
"1080","RUMERSHEIM HAUT","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","0","1","0"
"1081","ESCHWILLER","0","0","0","0","0","1","0","0","0","2","0","2","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","1","3","1","0","0","1","1","2","0","0","1","0","1","0"
"1082","REXINGEN","0","0","0","2","1","2","0","0","1","2","1","2","0","0","1","0","1","0","1","0","1","1","2","2","0","0","1","0","1","0","0","1","1","1","2","2","0","0","2","0","3","0","0","0","1","3","1","3","0","0","2","2","2","2","0","0","2","0","2","0","0","0","2","1","2","1","0","0","1","0","1","1"
"1083","SILTZHEIM","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","2","0","0","1","1","1","1","0","0","2","0","2","1","0","0","0","1","0","3","0","0","0","0","1","0","0","0","1","1","1","1"
"1084","ALTKICH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1085","NIEDERLARG","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","3","0","0","0","0","0","0","1","0","2","1","3","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","2","0","1","0","0","0","1","0"
"1086","SPECHABACH LE HAUT","0","0","1","2","2","2","0","0","1","1","1","1","1","1","0","0","1","1","0","1","1","1","1","2","0","0","1","3","2","4","0","0","1","1","2","1","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","1","0","2","0"
"1087","BURNAUPT LE HAUT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1088","CAMP D OBERHOFFEN","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1089","DORNACH","1","0","2","1","3","3","1","0","3","6","5","7","0","0","2","3","3","4","0","0","2","3","3","4","1","0","3","3","5","4","0","1","1","7","2","9","1","0","2","6","3","6","0","0","5","6","7","6","0","0","1","1","1","3","0","0","2","3","3","5","0","0","4","5","5","6","0","0","3","1","7","4"
"1090","GRANDFONTAINE","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","1","0","0","1","0","1","2","0","0","1","1","1","1","0","1","2","0","3","2","0","0","0","1","0","1","0","0","2","0","2","0","1","1","1","1","2","2","0","0","0","0","1","0","1","1","2","0","3","2","1","0","1","1","3","1"
"1091","HACHIMETTE LAPOUTROIE","0","0","2","2","4","2","1","0","1","1","3","2","0","0","0","1","0","1","0","0","1","1","1","2","0","0","3","1","3","3","0","0","0","2","0","2","0","0","0","1","0","1","0","0","2","0","2","1","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","1","0","2","0","1","0","2","1","3"
"1092","HOHFRANKENHEIM","0","0","3","2","3","2","2","0","1","0","4","2","0","0","1","3","2","4","0","0","1","1","1","1","0","1","1","2","1","3","0","0","2","4","2","4","0","0","2","0","2","0","0","1","3","1","4","2","1","0","0","2","1","2","0","0","1","1","2","1","0","0","2","2","2","2","1","0","1","1","2","1"
